date,Open,High,Low,Close,Volume
11/22/2016,"1,238,933,277.00","1,276,466,656.00","1,224,733,257.00","1,274,466,705.00","84,051,000.00"
11/23/2016,"1,270,733,261.00","1,304,266,739.00","1,260,000,038.00","128,760,004.00","73,378,500.00"
11/25/2016,"1,290,933,323.00","13,149,333.00","1,290,933,323.00","1,310,999,966.00","35,491,500.00"
11/28/2016,"1,303,199,959.00","1,328,999,996.00","1,297,000,027.00","1,307,466,698.00","67,938,000.00"
11/29/2016,"1,303,733,253.00","131,153,326.00","1,263,333,321.00","1,263,799,953.00","66,589,500.00"
11/30/2016,"1,273,333,263.00","1,279,266,739.00","12,5","1,262,666,702.00","53,206,500.00"
12/1/2016,"1,255,000,019.00","1,256,866,741.00","120,666,666.00","1,212,533,283.00","76,896,000.00"
12/2/2016,"1,219,200,039.00","1,232,533,264.00",12.00,"1,209,799,957.00","60,634,500.00"
12/5/2016,"1,216,733,265.00","1,259,266,663.00","1,216,733,265.00","124,533,329.00","61,083,000.00"
12/6/2016,"1,236,800,003.00","124,386,673.00","1,217,866,707.00","1,239,000,034.00","50,874,000.00"
12/7/2016,"1,240,999,985.00","1,289,333,344.00","1,233,333,302.00","1,287,666,702.00","81,928,500.00"
12/8/2016,"1,280,333,328.00","1,283,333,302.00","1,263,599,968.00","1,281,933,308.00","47,911,500.00"
12/9/2016,"127,246,666.00","1,292,266,655.00","1,272,066,689.00","1,281,200,027.00","40,837,500.00"
12/12/2016,"1,285,333,347.00","1,296,133,327.00","1,274,533,272.00","1,282,866,669.00","36,583,500.00"
12/13/2016,"1,287,866,688.00","1,341,866,684.00","1,286,666,679.00","1,321,000,004.00","102,358,500.00"
12/14/2016,"1,324,933,338.00","1,353,333,282.00","1,311,733,341.00","1,324,600,029.00","62,263,500.00"
12/15/2016,"1,322,733,307.00","1,338,266,659.00","1,315,933,323.00","1,317,199,993.00","48,294,000.00"
12/16/2016,"1,320,533,276.00","1,350,599,957.00","1,317,333,317.00","1,349,933,338.00","56,953,500.00"
12/19/2016,"1,349,933,338.00","1,363,000,011.00","1,332,266,712.00","1,351,533,318.00","52,321,500.00"
12/20/2016,"1,353,666,687.00","139,333,334.00","13,5","1,391,933,346.00","70,336,500.00"
12/21/2016,"1,389,666,653.00","1,414,866,734.00","1,382,733,345.00","1,384,666,729.00","78,114,000.00"
12/22/2016,"1,388,133,335.00","1,399,933,338.00","1,376,666,737.00","1,389,666,653.00","46,666,500.00"
12/23/2016,"1,386,666,679.00","1,422,999,954.00","1,384,733,295.00","1,422,266,674.00","70,057,500.00"
12/27/2016,"1,432,533,264.00","148,166,666.00","1,429,466,724.00","1,463,533,306.00","88,735,500.00"
12/28/2016,"1,476,866,722.00","1,492,000,008.00","1,447,999,954.00","14,649,333.00","56,737,500.00"
12/29/2016,"1,457,066,727.00","1,461,333,275.00","1,427,466,679.00","1,431,200,027.00","60,675,000.00"
12/30/2016,"1,442,000,008.00","14,5","1,411,200,047.00","1,424,600,029.00","69,639,000.00"
1/3/2017,"1,432,400,036.00","146,886,673.00","1,406,400,013.00","144,659,996.00","88,849,500.00"
1/4/2017,"143,166,666.00","1,519,999,981.00","1,428,733,253.00","1,513,266,659.00","168,202,500.00"
1/5/2017,"1,509,466,743.00","1,516,533,279.00","147,966,671.00","1,511,666,679.00","88,675,500.00"
1/6/2017,"1,512,866,688.00","1,535,400,009.00","1,502,999,973.00","1,526,733,303.00","82,918,500.00"
1/9/2017,"1,526,466,656.00","1,546,133,327.00","1,519,999,981.00","1,541,866,684.00","59,692,500.00"
1/10/2017,"1,546,666,718.00","1,546,666,718.00","151,260,004.00","1,532,466,698.00","54,900,000.00"
1/11/2017,"1,527,133,274.00","1,533,199,978.00","1,511,200,047.00","1,531,533,337.00","54,762,000.00"
1/12/2017,"1,527,066,708.00","1,538,000,011.00","1,503,866,673.00","1,530,599,976.00","56,853,000.00"
1/13/2017,"1,533,333,302.00","1,585,666,656.00","1,530,599,976.00","1,585,000,038.00","91,395,000.00"
1/17/2017,"1,577,999,973.00","1,599,733,257.00","1,562,466,717.00","1,570,533,276.00","69,262,500.00"
1/18/2017,"1,577,666,664.00","1,598,066,711.00","1,570,533,276.00","1,589,066,696.00","56,535,000.00"
1/19/2017,"1,648,333,359.00","1,657,866,669.00","1,604,999,924.00","1,625,066,757.00","115,984,500.00"
1/20/2017,"1,636,400,032.00","1,639,999,962.00","1,620,066,643.00","1,631,533,241.00","63,064,500.00"
1/23/2017,"1,638,999,939.00","1,672,599,983.00","1,636,666,679.00","1,659,466,743.00","93,943,500.00"
1/24/2017,"1,666,666,794.00","1,698,666,763.00","1,664,333,344.00","1,697,400,093.00","74,482,500.00"
1/25/2017,"1,715,399,933.00","1,723,066,711.00","1,678,666,687.00","1,696,466,637.00","77,139,000.00"
1/26/2017,"1,695,266,724.00","1,704,933,357.00","1,671,666,718.00","1,683,399,963.00","47,281,500.00"
1/27/2017,"1,675,866,699.00","1,686,666,679.00","1,656,800,079.00","1,686,333,275.00","47,494,500.00"
1/30/2017,"1,683,533,287.00","1,701,933,289.00","1,647,333,336.00","1,670,866,776.00","57,016,500.00"
1/31/2017,"1,661,599,922.00","170,593,338.00","1,651,333,237.00","1,679,533,386.00","61,741,500.00"
2/1/2017,"1,687,000,084.00","1,687,999,916.00","1,660,333,252.00","1,661,599,922.00","59,382,000.00"
2/2/2017,"1,655,599,976.00","1,682,799,911.00","1,651,399,994.00","1,677,000,046.00","37,497,000.00"
2/3/2017,"1,679,400,063.00","1,681,200,027.00","1,664,533,234.00","1,675,533,295.00","32,800,500.00"
2/6/2017,"1,673,333,359.00","1,718,799,973.00","1,670,866,776.00","1,718,466,759.00","53,437,500.00"
2/7/2017,"1,721,266,747.00","1,733,333,206.00","1,709,466,743.00","1,716,533,279.00","63,672,000.00"
2/8/2017,"1,715,666,771.00","1,755,733,299.00","1,707,999,992.00","1,747,200,012.00","58,995,000.00"
2/9/2017,"17,75","1,807,866,669.00","1,774,333,382.00","1,794,666,672.00","117,303,000.00"
2/10/2017,"1,798,600,006.00","1,806,333,351.00","1,774,066,734.00","1,794,866,753.00","54,295,500.00"
2/13/2017,"1,804,933,357.00","1,871,933,365.00","180,340,004.00","1,870,666,695.00","105,444,000.00"
2/14/2017,"1,860,199,928.00","1,915,933,228.00","185,739,994.00","1,873,200,035.00","110,178,000.00"
2/15/2017,"1,866,666,794.00","1,881,599,998.00","1,842,933,273.00","1,865,066,719.00","74,218,500.00"
2/16/2017,"1,850,666,618.00","1,866,666,794.00","1,789,999,962.00","1,793,000,031.00","106,159,500.00"
2/17/2017,"1,771,999,931.00","1,819,266,701.00","1,761,000,061.00","1,814,866,638.00","93,856,500.00"
2/21/2017,"1,836,333,275.00","1,876,000,023.00","1,826,733,208.00","1,849,266,624.00","85,150,500.00"
2/22/2017,"1,868,733,215.00","1,889,666,748.00","1,817,333,221.00","1,823,399,925.00","131,325,000.00"
2/23/2017,"1,760,000,038.00","176,439,991.00","1,703,733,253.00","1,706,599,998.00","223,728,000.00"
2/24/2017,"1,684,399,986.00","1,721,666,718.00","1,668,000,031.00","1,713,333,321.00","122,574,000.00"
2/27/2017,"1,654,466,629.00","1,655,733,299.00","1,613,400,078.00","1,641,533,279.00","171,912,000.00"
2/28/2017,"1,627,933,311.00","1,673,333,359.00","1,626,000,023.00","1,666,600,037.00","91,171,500.00"
3/1/2017,"1,694,533,348.00","1,698,999,977.00","1,660,733,223.00","1,666,799,927.00","72,142,500.00"
3/2/2017,"1,664,733,315.00","1,688,533,211.00","1,655,133,247.00","1,669,866,753.00","50,277,000.00"
3/3/2017,"167,159,996.00","1,679,333,305.00","1,660,000,038.00","1,677,133,369.00","43,791,000.00"
3/6/2017,"1,652,733,231.00","1,678,000,069.00","1,650,066,757.00","1,674,733,353.00","50,332,500.00"
3/7/2017,"1,679,466,629.00","169,260,006.00","1,655,466,652.00","1,657,266,617.00","51,892,500.00"
3/8/2017,"1,646,666,718.00","1,667,133,331.00","1,635,466,766.00","1,645,800,018.00","55,878,000.00"
3/9/2017,"1,650,866,699.00","1,657,733,345.00","1,620,000,076.00","1,632,666,779.00","58,189,500.00"
3/10/2017,"1,641,399,956.00","1,643,333,244.00","1,620,000,076.00","1,624,600,029.00","45,994,500.00"
3/13/2017,"1,632,133,293.00","1,645,666,695.00","1,618,533,325.00","1,641,133,308.00","45,339,000.00"
3/14/2017,"1,640,733,337.00","1,720,800,018.00","1,640,133,286.00","1,720,000,076.00","113,976,000.00"
3/15/2017,"1,713,333,321.00","1,739,999,962.00","1,695,133,209.00","1,704,866,791.00","79,962,000.00"
3/16/2017,"1,749,333,382.00","1,771,666,718.00","1,727,066,612.00","1,746,999,931.00","106,983,000.00"
3/17/2017,"1,760,000,038.00","176,886,673.00","1,741,333,389.00","1,743,333,244.00","97,462,500.00"
3/20/2017,"1,737,333,298.00","1,763,666,725.00","1,725,466,728.00","1,746,133,232.00","54,214,500.00"
3/21/2017,"1,752,199,936.00","1,765,333,366.00","1,668,266,678.00","1,671,199,989.00","103,629,000.00"
3/22/2017,"1,677,066,612.00","1,700,466,728.00","1,670,066,643.00","1,700,066,757.00","60,889,500.00"
3/23/2017,"1,702,599,907.00","171,779,995.00","1,688,666,725.00","1,698,533,249.00","49,803,000.00"
3/24/2017,"170,466,671.00","1,759,266,663.00","1,700,066,757.00","1,754,400,063.00","84,709,500.00"
3/27/2017,"1,737,333,298.00","1,803,800,011.00","1,731,666,756.00","1,801,466,751.00","93,462,000.00"
3/28/2017,"1,846,800,041.00","1,871,199,989.00","1,833,333,206.00","1,849,666,786.00","119,814,000.00"
3/29/2017,"1,855,599,976.00","1,863,999,939.00","1,836,933,327.00","1,849,200,058.00","55,143,000.00"
3/30/2017,"185,359,993.00","1,879,999,924.00","1,848,066,711.00","1,852,799,988.00","62,226,000.00"
3/31/2017,"1,858,200,073.00","1,864,533,234.00","1,842,133,331.00","1,855,333,328.00","49,419,000.00"
4/3/2017,"1,912,666,702.00","1,993,333,244.00","1,897,200,012.00","1,990,133,286.00","208,329,000.00"
4/4/2017,"1,979,266,739.00","2,032,066,727.00","1,963,533,211.00","2,024,666,786.00","152,019,000.00"
4/5/2017,"2,013,599,968.00","2,032,533,264.00","1,961,333,275.00","1,966,666,794.00","118,213,500.00"
4/6/2017,"1,979,199,982.00","201,293,335.00","1,960,666,656.00","1,991,333,389.00","82,809,000.00"
4/7/2017,"1,983,333,206.00","2,017,933,273.00","1,980,999,947.00","201,693,325.00","68,694,000.00"
4/10/2017,"2,061,000,061.00","2,091,533,279.00","205,806,675.00","2,082,600,021.00","114,967,500.00"
4/11/2017,"208,920,002.00","2,089,800,072.00","2,036,666,679.00","205,806,675.00","85,869,000.00"
4/12/2017,"2,042,266,655.00","2,056,333,351.00","1,975,466,728.00","1,978,933,334.00","90,760,500.00"
4/13/2017,"1,978,000,069.00","2,049,266,624.00","1,968,666,649.00","2,026,666,641.00","139,269,000.00"
4/17/2017,"2,018,000,031.00","2,026,666,641.00","1,991,200,066.00","2,009,600,067.00","62,080,500.00"
4/18/2017,"1,997,999,954.00","2,005,599,976.00","1,986,000,061.00","2,001,666,641.00","45,535,500.00"
4/19/2017,"2,016,399,956.00","2,044,133,377.00","2,014,066,696.00","2,036,800,003.00","58,470,000.00"
4/20/2017,"2,043,400,002.00","2,061,000,061.00","2,001,533,318.00","201,673,336.00","92,241,000.00"
4/21/2017,"2,013,333,321.00","2,042,666,626.00","2,002,799,988.00","2,037,333,298.00","67,647,000.00"
4/24/2017,"2,061,466,789.00","207,033,329.00","2,040,133,286.00","2,053,533,363.00","76,252,500.00"
4/25/2017,"2,053,333,282.00","2,093,199,921.00","2,039,066,696.00","209,193,325.00","101,065,500.00"
4/26/2017,"2,082,466,698.00","2,096,666,718.00","2,060,000,038.00","206,779,995.00","70,425,000.00"
4/27/2017,"2,077,933,311.00","2,087,266,731.00","20,5","2,057,533,264.00","52,029,000.00"
4/28/2017,"2,065,533,257.00","2,098,666,763.00","2,053,333,282.00","2,093,799,973.00","67,582,500.00"
5/1/2017,"2,099,200,058.00","2,181,666,756.00","209,873,333.00","2,152,199,936.00","132,444,000.00"
5/2/2017,"2,160,000,038.00","2,184,399,986.00","2,110,400,009.00","2,125,933,266.00","80,742,000.00"
5/3/2017,"211,779,995.00","2,143,533,325.00","2,069,666,672.00","2,073,466,682.00","107,001,000.00"
5/4/2017,"2,049,600,029.00","2,051,799,965.00","1,938,400,078.00","1,969,733,238.00","212,280,000.00"
5/5/2017,"1,986,666,679.00","2,056,999,969.00","1,978,666,687.00","2,055,666,733.00","122,659,500.00"
5/8/2017,"207,266,674.00","209,193,325.00","2,038,800,049.00","2,047,933,388.00","105,097,500.00"
5/9/2017,"2,062,533,379.00","214,659,996.00","2,060,666,656.00","214,173,336.00","145,147,500.00"
5/10/2017,"2,143,733,215.00","2,170,000,076.00","2,120,800,018.00","2,168,133,354.00","86,124,000.00"
5/11/2017,"2,155,999,947.00","2,173,333,359.00","2,130,666,733.00","2,154,000,092.00","71,307,000.00"
5/12/2017,"2,169,866,753.00","2,179,999,924.00","2,143,533,325.00","2,165,399,933.00","61,824,000.00"
5/15/2017,"2,122,533,226.00","2,134,666,634.00","2,083,533,287.00","2,105,866,623.00","114,330,000.00"
5/16/2017,"2,117,266,655.00","2,133,733,368.00","2,100,933,266.00","2,113,400,078.00","62,287,500.00"
5/17/2017,"2,095,933,342.00","2,097,533,226.00","2,036,666,679.00","2,040,733,337.00","100,678,500.00"
5/18/2017,"2,046,666,718.00","2,092,933,273.00","2,035,400,009.00","208,706,665.00","84,807,000.00"
5/19/2017,"2,103,333,282.00","2,110,000,038.00","2,068,000,031.00","2,072,200,012.00","70,314,000.00"
5/22/2017,"2,085,333,252.00","2,095,800,018.00","204,533,329.00","2,069,000,053.00","64,938,000.00"
5/23/2017,"2,069,733,238.00","2,071,533,394.00","2,023,200,035.00","2,025,733,376.00","64,776,000.00"
5/24/2017,"2,043,400,002.00","2,073,333,359.00","2,036,000,061.00","2,068,133,354.00","75,499,500.00"
5/25/2017,"2,073,466,682.00","211,313,324.00","2,052,066,612.00","2,112,199,974.00","75,210,000.00"
5/26/2017,"2,115,200,043.00","2,169,933,319.00","2,108,733,368.00","216,760,006.00","117,033,000.00"
5/30/2017,"2,173,333,359.00","2,241,866,684.00","2,171,733,284.00","2,234,000,015.00","116,743,500.00"
5/31/2017,"225,126,667.00","2,285,933,304.00","2,234,399,986.00","2,273,399,925.00","149,451,000.00"
6/1/2017,"2,293,333,244.00","2,299,200,058.00","2,248,600,006.00","2,269,133,377.00","114,120,000.00"
6/2/2017,"2,265,133,286.00","2,285,866,737.00","2,239,533,234.00","2,265,666,771.00","83,853,000.00"
6/5/2017,"2,256,666,756.00","2,322,933,388.00","2,228,066,635.00","231,546,669.00","101,766,000.00"
6/6/2017,"2,297,999,954.00","239,659,996.00","2,266,466,713.00","235,233,326.00","166,302,000.00"
6/7/2017,"2,375,600,052.00","2,403,333,282.00","236,760,006.00","239,766,674.00","140,970,000.00"
6/8/2017,"24,25","2,479,333,305.00","2,401,466,751.00","2,466,666,794.00","135,922,500.00"
6/9/2017,"2,496,133,232.00","2,512,466,621.00","2,365,333,366.00","2,382,133,293.00","258,921,000.00"
6/12/2017,"2,386,599,922.00","2,429,999,924.00","2,337,466,621.00","2,393,400,002.00","157,765,500.00"
6/13/2017,"2,450,799,942.00","2,506,666,756.00","244,406,662.00","2,506,333,351.00","177,118,500.00"
6/14/2017,"2,540,600,014.00","2,561,666,679.00","2,508,733,368.00","2,537,733,269.00","192,276,000.00"
6/15/2017,"2,483,333,206.00","2,503,066,635.00","2,443,266,678.00","2,502,266,693.00","156,397,500.00"
6/16/2017,"2,519,866,753.00","2,520,066,643.00","2,467,333,221.00","2,476,000,023.00","100,965,000.00"
6/19/2017,25.00,"2,511,333,275.00","2,452,000,046.00","2,465,333,366.00","98,239,500.00"
6/20/2017,"2,511,133,385.00","2,525,866,699.00","2,464,866,638.00","2,481,599,998.00","111,580,500.00"
6/21/2017,"2,495,666,695.00","2,513,266,754.00","2,453,466,606.00","2,509,333,229.00","73,848,000.00"
6/22/2017,"2,519,933,319.00","2,566,666,794.00","249,046,669.00","2,550,733,376.00","112,947,000.00"
6/23/2017,"2,549,666,786.00","2,579,933,357.00","2,529,000,092.00","2,556,333,351.00","96,687,000.00"
6/26/2017,"2,577,933,311.00","257,966,671.00","2,487,333,298.00","2,516,600,037.00","99,061,500.00"
6/27/2017,"2,509,333,229.00","2,509,333,229.00","2,413,466,644.00","2,415,800,095.00","104,946,000.00"
6/28/2017,"2,444,533,348.00","2,478,266,716.00","2,416,799,927.00","2,474,933,243.00","94,537,500.00"
6/29/2017,"2,470,733,261.00","2,473,333,359.00","2,360,666,656.00","2,404,999,924.00","123,315,000.00"
6/30/2017,"2,424,733,353.00","2,445,133,209.00","239,746,666.00","2,410,733,223.00","87,727,500.00"
7/3/2017,"2,468,266,678.00","2,475,666,618.00","2,343,333,244.00","2,350,799,942.00","94,581,000.00"
7/5/2017,"2,314,666,748.00","2,314,933,205.00","2,175,533,295.00","2,180,599,976.00","255,700,500.00"
7/6/2017,"2,115,066,719.00","2,138,599,968.00","2,042,000,008.00","2,058,866,692.00","289,867,500.00"
7/7/2017,"2,089,999,962.00","2,113,333,321.00","2,049,200,058.00","208,813,324.00","212,653,500.00"
7/10/2017,"2,086,000,061.00","2,119,599,915.00","2,020,866,776.00","2,106,999,969.00","207,313,500.00"
7/11/2017,"2,106,666,756.00","2,181,866,646.00","209,533,329.00","2,181,466,675.00","173,391,000.00"
7/12/2017,"2,202,666,664.00","2,220,666,695.00","2,163,333,321.00","2,196,800,041.00","155,191,500.00"
7/13/2017,"2,200,733,376.00","2,210,666,656.00","2,133,133,316.00","2,156,066,704.00","128,917,500.00"
7/14/2017,"2,154,599,953.00","2,189,466,667.00","2,141,466,713.00","2,185,199,928.00","84,378,000.00"
7/17/2017,"2,170,266,724.00","2,180,666,733.00","2,089,666,748.00","2,130,466,652.00","148,153,500.00"
7/18/2017,"2,116,666,794.00","2,194,199,944.00","2,104,400,063.00","2,188,266,754.00","95,605,500.00"
7/19/2017,"2,188,199,997.00","2,211,000,061.00","2,154,800,034.00","2,168,400,002.00","95,355,000.00"
7/20/2017,"2,179,333,305.00","2,201,466,751.00","2,161,333,275.00","2,199,466,705.00","77,493,000.00"
7/21/2017,"219,640,007.00","2,208,399,963.00","2,171,999,931.00","2,189,333,344.00","73,524,000.00"
7/24/2017,"2,201,600,075.00","2,289,333,344.00","2,200,066,757.00","2,283,466,721.00","129,556,500.00"
7/25/2017,23.00,"2,304,000,092.00","2,227,666,664.00","2,263,999,939.00","104,838,000.00"
7/26/2017,"226,906,662.00","2,303,333,282.00","2,254,133,224.00","2,292,333,221.00","72,312,000.00"
7/27/2017,"2,306,666,756.00","2,316,666,794.00","2,175,266,647.00","2,229,733,276.00","124,536,000.00"
7/28/2017,"2,245,933,342.00","2,263,999,939.00","221,673,336.00","2,233,799,934.00","73,206,000.00"
7/31/2017,"2,236,666,679.00","2,276,600,075.00","2,140,266,609.00","2,156,466,675.00","128,026,500.00"
8/1/2017,"2,153,333,282.00","2,162,999,916.00","2,107,533,264.00","2,130,466,652.00","124,546,500.00"
8/2/2017,"212,626,667.00","2,180,800,056.00","2,074,799,919.00","2,172,599,983.00","196,372,500.00"
8/3/2017,"2,302,199,936.00","2,333,333,206.00","2,287,666,702.00","2,313,933,372.00","203,025,000.00"
8/4/2017,"2,313,333,321.00","2,381,800,079.00","2,288,666,725.00","2,379,400,063.00","139,033,500.00"
8/7/2017,"2,382,333,374.00","2,396,533,394.00","2,351,666,641.00","236,779,995.00","94,867,500.00"
8/8/2017,"2,383,533,287.00","245,720,005.00","2,382,666,779.00","2,434,799,957.00","111,747,000.00"
8/9/2017,"2,406,666,756.00","2,466,666,794.00","2,393,000,031.00","2,423,533,249.00","103,381,500.00"
8/10/2017,"2,410,666,656.00","2,444,333,267.00","236,439,991.00","2,369,333,267.00","106,393,500.00"
8/11/2017,"2,379,800,034.00","2,408,399,963.00","2,357,466,698.00","238,579,998.00","65,487,000.00"
8/14/2017,"2,430,866,623.00","245,106,678.00","2,417,333,221.00","2,425,333,214.00","67,788,000.00"
8/15/2017,"2,434,666,634.00","2,436,599,922.00","2,395,800,018.00","2,415,533,257.00","46,276,500.00"
8/16/2017,"2,420,000,076.00","2,443,333,244.00","2,416,799,927.00","2,419,400,024.00","51,207,000.00"
8/17/2017,"240,806,675.00","2,421,999,931.00","2,343,933,296.00","2,346,133,232.00","75,415,500.00"
8/18/2017,"2,352,733,231.00","2,360,000,038.00","2,305,333,328.00","2,316,399,956.00","81,123,000.00"
8/21/2017,"2,305,466,652.00","2,305,466,652.00","2,212,333,298.00","2,252,400,017.00","97,431,000.00"
8/22/2017,"2,274,200,058.00","2,281,599,998.00","2,249,133,301.00","2,275,666,618.00","64,830,000.00"
8/23/2017,"2,259,933,281.00","2,356,599,998.00","2,255,333,328.00","2,351,799,965.00","74,317,500.00"
8/24/2017,"2,350,133,324.00","2,377,733,231.00","2,331,599,998.00","2,352,866,745.00","68,770,500.00"
8/25/2017,"2,361,599,922.00","2,371,266,747.00","2,315,333,366.00","232,033,329.00","52,260,000.00"
8/28/2017,"2,315,200,043.00","2,315,666,771.00","2,264,800,072.00","2,304,400,063.00","56,460,000.00"
8/29/2017,"2,263,199,997.00","2,327,000,046.00","2,258,333,206.00","2,315,733,337.00","61,105,500.00"
8/30/2017,"233,113,327.00","2,356,466,675.00","2,313,333,321.00","2,354,533,386.00","51,193,500.00"
8/31/2017,"2,356,999,969.00","2,389,599,991.00","2,352,133,369.00","237,266,674.00","61,092,000.00"
9/1/2017,"2,374,133,301.00","2,383,933,258.00","2,357,933,235.00","2,369,333,267.00","45,742,500.00"
9/5/2017,"2,358,666,611.00","2,369,933,319.00","230,593,338.00","2,330,599,976.00","57,526,500.00"
9/6/2017,"2,329,999,924.00","2,339,866,638.00","2,277,066,612.00","2,296,866,608.00","61,371,000.00"
9/7/2017,"2,306,533,241.00","2,349,866,676.00","2,289,666,748.00","2,337,400,055.00","63,588,000.00"
9/8/2017,"2,326,600,075.00","2,331,866,646.00","2,281,999,969.00","2,289,333,344.00","48,952,500.00"
9/11/2017,"2,342,333,221.00","2,424,733,353.00","2,333,333,206.00","2,424,600,029.00","115,006,500.00"
9/12/2017,"2,429,933,357.00","2,458,399,963.00","2,402,666,664.00","2,418,333,244.00","89,593,500.00"
9/13/2017,"2,425,466,728.00","2,453,800,011.00","2,397,266,769.00","2,441,533,279.00","62,778,000.00"
9/14/2017,"2,428,866,768.00","2,519,733,238.00","2,417,533,302.00","251,760,006.00","108,037,500.00"
9/15/2017,"2,496,733,284.00","2,533,333,206.00","2,484,666,634.00","2,532,066,727.00","81,307,500.00"
9/18/2017,"2,535,000,038.00","2,597,400,093.00","2,517,866,707.00","2,566,666,794.00","107,820,000.00"
9/19/2017,"2,533,333,206.00","2,549,266,624.00","249,046,669.00","2,500,666,618.00","96,778,500.00"
9/20/2017,"2,486,666,679.00","2,521,666,718.00","2,473,800,087.00","2,492,733,383.00","73,786,500.00"
9/21/2017,"2,499,333,382.00","2,512,199,974.00","2,430,066,681.00","2,443,199,921.00","69,273,000.00"
9/22/2017,"2,443,266,678.00","2,465,999,985.00","233,920,002.00","2,340,600,014.00","122,391,000.00"
9/25/2017,"2,354,333,305.00","2,383,133,316.00","2,285,866,737.00","2,299,933,243.00","114,088,500.00"
9/26/2017,"2,339,533,234.00","2,341,600,037.00","227,266,674.00","2,301,666,641.00","107,344,500.00"
9/27/2017,"2,332,666,779.00","2,343,266,678.00","2,270,000,076.00","2,273,133,278.00","90,904,500.00"
9/28/2017,"2,265,866,661.00","2,285,000,038.00","2,236,000,061.00","2,263,999,939.00","79,794,000.00"
9/29/2017,"2,279,066,658.00","2,297,866,631.00","2,257,333,374.00","2,273,999,977.00","76,606,500.00"
10/2/2017,"2,283,466,721.00","2,291,333,389.00","2,236,733,246.00","2,276,866,722.00","79,302,000.00"
10/3/2017,"2,239,333,344.00","2,323,666,763.00","2,208,533,287.00","2,320,933,342.00","152,304,000.00"
10/4/2017,"2,341,666,794.00","2,390,800,095.00","2,330,666,733.00","236,673,336.00","122,452,500.00"
10/5/2017,"2,373,333,359.00","2,382,933,235.00","2,342,333,221.00","236,886,673.00","62,575,500.00"
10/6/2017,"2,354,000,092.00","2,400,666,618.00","2,348,333,359.00","2,379,199,982.00","64,462,500.00"
10/9/2017,"2,330,999,947.00","2,345,000,076.00","2,284,466,743.00","2,286,266,708.00","112,405,500.00"
10/10/2017,"2,312,000,084.00","2,370,866,776.00","2,303,533,363.00","2,370,599,937.00","104,677,500.00"
10/11/2017,"2,359,266,663.00","2,384,000,015.00","2,340,999,985.00","2,363,999,939.00","67,512,000.00"
10/12/2017,"2,353,000,069.00","2,398,533,249.00","2,350,933,266.00","2,371,199,989.00","61,305,000.00"
10/13/2017,"2,379,866,791.00","2,389,933,205.00","2,357,866,669.00","2,370,466,614.00","53,107,500.00"
10/16/2017,"2,358,399,963.00","2,363,199,997.00","231,439,991.00","2,337,333,298.00","80,632,500.00"
10/17/2017,"233,939,991.00","2,374,799,919.00","2,333,799,934.00","2,371,666,718.00","49,399,500.00"
10/18/2017,"2,373,133,278.00","2,420,000,076.00","2,360,866,737.00","239,766,674.00","74,086,500.00"
10/19/2017,"2,370,400,047.00","2,380,999,947.00","2,321,333,313.00","2,345,400,047.00","75,927,000.00"
10/20/2017,"235,126,667.00","2,363,666,725.00","2,295,599,937.00","2,300,666,618.00","73,956,000.00"
10/23/2017,"2,332,533,264.00","2,332,999,992.00","2,241,666,794.00","2,246,800,041.00","86,209,500.00"
10/24/2017,"2,258,666,611.00","2,285,333,252.00","2,241,066,742.00","224,893,322.00","67,375,500.00"
10/25/2017,"2,244,666,672.00","22,5","2,157,066,727.00","2,172,266,769.00","128,911,500.00"
10/26/2017,"2,185,199,928.00","2,201,533,318.00","215,466,671.00","2,174,466,705.00","75,352,500.00"
10/27/2017,"2,131,666,756.00","2,163,933,372.00","2,111,066,628.00","2,139,133,263.00","104,695,500.00"
10/30/2017,"2,127,866,745.00","2,158,533,287.00","2,114,999,962.00","2,133,866,692.00","63,816,000.00"
10/31/2017,"2,134,866,714.00","2,212,999,916.00","213,453,331.00","2,210,199,928.00","85,084,500.00"
11/1/2017,"2,214,999,962.00","2,217,399,979.00","2,135,066,795.00","2,140,533,257.00","126,859,500.00"
11/2/2017,"2,000,866,699.00","2,057,933,235.00","1,950,866,699.00","1,995,066,643.00","296,871,000.00"
11/3/2017,"1,996,666,718.00","2,041,666,794.00","1,967,533,302.00","2,040,600,014.00","133,410,000.00"
11/6/2017,"2,046,666,718.00","20,5","1,993,400,002.00","2,018,533,325.00","97,290,000.00"
11/7/2017,"2,006,800,079.00","2,043,333,244.00","2,000,200,081.00","2,040,333,366.00","79,414,500.00"
11/8/2017,"2,036,666,679.00","2,045,933,342.00","2,008,666,611.00","2,029,266,739.00","70,879,500.00"
11/9/2017,"2,016,666,794.00","2,029,733,276.00","1,975,333,214.00","2,019,933,319.00","81,706,500.00"
11/10/2017,"2,016,666,794.00","2,055,733,299.00","2,012,333,298.00","2,019,933,319.00","69,381,000.00"
11/13/2017,"2,000,866,699.00","2,112,000,084.00","199,406,662.00","2,102,666,664.00","113,773,500.00"
11/14/2017,21.00,"2,109,000,015.00","2,045,999,908.00","2,057,999,992.00","85,141,500.00"
11/15/2017,"2,040,066,719.00","208,326,664.00","2,010,000,038.00","2,075,333,214.00","89,680,500.00"
11/16/2017,"2,093,266,678.00","2,120,933,342.00","2,075,333,214.00","2,083,333,206.00","87,331,500.00"
