date,Open,High,Low,Close,Volume,Price_Up
2015-04-29,1533666706.0,1566466713.0,1517533302.0,1549666691.0,59041500.0,1
2015-04-30,1535933304.0,1552600002.0,1501133347.0,1506999969.0,58678500.0,0
2015-05-01,1532933331.0,1545133305.0,1469400024.0,1506866741.0,79225500.0,0
2015-05-04,1521199989.0,1564866734.0,1514066696.0,1536733341.0,66519000.0,1
2015-05-05,15850667.0,1596666718.0,152753334.0,1552999973.0,86953500.0,1
2015-05-06,1560666656.0,1563133335.0,1521333313.0,1536200047.0,79063500.0,0
2015-05-07,1473333263.0,1583199978.0,146833334.0,1578666687.0,141838500.0,1
2015-05-08,1573266697.0,1589400005.0,1557999992.0,1577400017.0,70023000.0,0
2015-05-11,1575266743.0,1619199944.0,1568733311.0,159659996.0,85084500.0,0
2015-05-12,1600733376.0,1642333221.0,1587933254.0,1631599998.0,95451000.0,1
2015-05-13,1650733376.0,1655333328.0,1614999962.0,1621199989.0,81603000.0,0
2015-05-14,1632133293.0,1632600021.0,1608333206.0,162733326.0,43438500.0,0
2015-05-15,1626199913.0,1662666702.0,1616666794.0,1658933258.0,67914000.0,1
2015-05-18,1646666718.0,1665999985.0,1639999962.0,1658333206.0,50298000.0,0
2015-05-19,1656200027.0,1673333359.0,1640999985.0,1647599983.0,55113000.0,0
2015-05-20,1647533226.0,1651600075.0,1609133339.0,1629000092.0,56334000.0,0
2015-05-21,1620199966.0,1644133377.0,1615733337.0,1637466621.0,29559000.0,1
2015-05-22,1635866737.0,1657333374.0,1633399963.0,1651533318.0,33346500.0,1
2015-05-26,1651199913.0,1679999924.0,1643333244.0,1649733353.0,52480500.0,0
2015-05-27,1656733322.0,1663333321.0,1637000084.0,1649533272.0,51123000.0,0
2015-05-28,1646866608.0,1678666687.0,1633666611.0,1676333237.0,54709500.0,1
2015-05-29,1673333359.0,168579998.0,1662866783.0,1671999931.0,56839500.0,0
2015-06-01,167606678.0,167733326.0,1649799919.0,1662999916.0,37576500.0,0
2015-06-02,1659466743.0,1662666702.0,1642000008.0,1655666733.0,32022000.0,0
2015-06-03,165466671.0,1671466637.0,1646733284.0,1659933281.0,26722500.0,1
2015-06-04,165.0,1662000084.0,1638066673.0,1639466667.0,36804000.0,0
2015-06-05,1639999962.0,1664666748.0,1637866783.0,1660933304.0,45330000.0,1
2015-06-08,1672333336.0,1725.0,1668733215.0,1708600044.0,75255000.0,1
2015-06-09,1702666664.0,1718266678.0,1694266701.0,1706666756.0,39166500.0,0
2015-06-10,1679333305.0,1693333244.0,1656666756.0,1671333313.0,51817500.0,0
2015-06-11,1688400078.0,1695800018.0,1669533348.0,167606678.0,30661500.0,0
2015-06-12,1668066788.0,1689733315.0,1668066788.0,1671266747.0,21334500.0,1
2015-06-15,1664666748.0,1675200081.0,1640066719.0,1669199944.0,32793000.0,0
2015-06-16,1667533302.0,1689599991.0,1660666656.0,1687466621.0,29770500.0,1
2015-06-17,168113327.0,1762400055.0,1680133247.0,1736066628.0,82693500.0,1
2015-06-18,1746666718.0,1756399918.0,1733466721.0,1745933342.0,41740500.0,1
2015-06-19,1749333382.0,1758666611.0,1734000015.0,1750066757.0,36945000.0,1
2015-06-22,174766674.0,1762666702.0,1704599953.0,1731933212.0,68416500.0,0
2015-06-23,1735466766.0,1786666679.0,1723800087.0,1784466743.0,58062000.0,1
2015-06-24,1779866791.0,1782333374.0,1758133316.0,176779995.0,36184500.0,0
2015-06-25,1776333237.0,1809399986.0,1768333244.0,179193325.0,42738000.0,1
2015-06-26,179260006.0,179406662.0,1773333359.0,1780599976.0,57576000.0,1
2015-06-29,1746333313.0,1772999954.0,1737999916.0,1746800041.0,52183500.0,0
2015-06-30,1765333366.0,180613327.0,1760000038.0,1788400078.0,46303500.0,1
2015-07-01,180739994.0,1817466736.0,1785666656.0,1794333267.0,31518000.0,1
2015-07-02,1868000031.0,1882999992.0,1822066689.0,1866799927.0,107458500.0,1
2015-07-06,1859199905.0,1877933311.0,1842000008.0,1864800072.0,61828500.0,0
2015-07-07,1833333206.0,1834666634.0,1738466644.0,1785866737.0,91576500.0,0
2015-07-08,1728800011.0,1738666725.0,1695400047.0,1699733353.0,93316500.0,0
2015-07-09,1727199936.0,1753000069.0,1711933327.0,1719466782.0,50011500.0,1
2015-07-10,1748133278.0,1753333282.0,1718799973.0,1727666664.0,39163500.0,1
2015-07-13,1748333359.0,1750333214.0,1706999969.0,1747733307.0,44404500.0,1
2015-07-14,1747333336.0,1773266792.0,1736733246.0,1770999908.0,28614000.0,1
2015-07-15,1778266716.0,178326664.0,1747200012.0,1754266739.0,30324000.0,0
2015-07-16,1761466789.0,1781333351.0,1754400063.0,1777866745.0,24240000.0,1
2015-07-17,1816666794.0,1836933327.0,1788333321.0,1831066704.0,75061500.0,1
2015-07-20,1833333206.0,1911000061.0,181693325.0,1881733322.0,74677500.0,1
2015-07-21,1800333214.0,1823333359.0,1777000046.0,1778466606.0,91630500.0,0
2015-07-22,1741799927.0,1796266747.0,1739066696.0,178579998.0,46575000.0,0
2015-07-23,179766674.0,1799333382.0,1768466759.0,1781333351.0,33408000.0,1
2015-07-24,1782533264.0,1807266617.0,1759466743.0,1769400024.0,42547500.0,0
2015-07-27,1749533272.0,1762866783.0,1671933365.0,1686733246.0,70413000.0,0
2015-07-28,1704999924.0,1769333267.0,1678933334.0,176546669.0,58437000.0,0
2015-07-29,1761800003.0,1785933304.0,1746666718.0,1758799934.0,41851500.0,1
2015-07-30,175126667.0,1779599953.0,1747400093.0,177859993.0,30519000.0,0
2015-07-31,1784000015.0,1795733261.0,1767466736.0,1774333382.0,33339000.0,1
2015-08-03,1775266647.0,1778066635.0,1713800049.0,173326664.0,38302500.0,0
2015-08-04,1733399963.0,1778133392.0,1722266769.0,1775200081.0,35287500.0,1
2015-08-05,175720005.0,1806666756.0,1736000061.0,1800866699.0,93214500.0,1
2015-08-06,1663599968.0,17.0,1574133301.0,1640866661.0,219357000.0,0
2015-08-07,1623866653.0,1624866676.0,1589266682.0,161673336.0,76101000.0,0
2015-08-10,1587666702.0,1619799995.0,1573666668.0,1607600021.0,62788500.0,1
2015-08-11,1581000042.0,159533329.0,1562933254.0,1582466698.0,63973500.0,0
2015-08-12,1566666698.0,1598466682.0,1551599979.0,1587800026.0,55920000.0,1
2015-08-13,1599066734.0,1643199921.0,1594133282.0,161673336.0,70338000.0,0
2015-08-14,1648266792.0,1652866745.0,1611800003.0,1620999908.0,65472000.0,1
2015-08-17,1703733253.0,171060009.0,1670066643.0,1699933243.0,107650500.0,1
2015-08-18,170253334.0,1739666748.0,1690399933.0,173813324.0,62925000.0,0
2015-08-19,1735533333.0,1737666702.0,1700133324.0,1701666641.0,54064500.0,1
2015-08-20,1680400085.0,1697066689.0,1612666702.0,1614533234.0,73587000.0,0
2015-08-21,1573333263.0,1625333214.0,1536733341.0,153846674.0,98853000.0,0
2015-08-24,1351933289.0,1542666721.0,13.0,1459133339.0,143724000.0,1
2015-08-25,1536800003.0,1539333344.0,146079998.0,1466866684.0,64909500.0,1
2015-08-26,1519533253.0,1519999981.0,1436733341.0,1498933315.0,74445000.0,1
2015-08-27,1539999962.0,1631666756.0,1538733292.0,1619933319.0,114840000.0,1
2015-08-28,1612400055.0,1676333237.0,1610466766.0,1656533241.0,82705500.0,1
2015-08-31,1637466621.0,1699666786.0,1636733246.0,1660400009.0,70503000.0,1
2015-09-01,1602266693.0,1639999962.0,1579800034.0,1590866661.0,81822000.0,0
2015-09-02,1635333252.0,165253334.0,1598533344.0,165126667.0,69438000.0,0
2015-09-03,1680400085.0,1680533218.0,1633333206.0,1637133217.0,62922000.0,1
2015-09-04,160593338.0,1627266693.0,1588000011.0,1612866783.0,55338000.0,0
2015-09-08,1633666611.0,1661066628.0,1627000046.0,1654466629.0,47073000.0,1
2015-09-09,1680333328.0,1695000076.0,1655333328.0,1659399986.0,50862000.0,1
2015-09-10,1648200035.0,1671466637.0,1635533333.0,1656533241.0,40635000.0,0
2015-09-11,1650933266.0,1668266678.0,1631533241.0,1668266678.0,35262000.0,1
2015-09-14,1673999977.0,1695000076.0,1664466667.0,168793335.0,43363500.0,0
2015-09-15,1685000038.0,1697333336.0,1663333321.0,169046669.0,44002500.0,1
2015-09-16,1686933327.0,175253334.0,1685866737.0,1748333359.0,66256500.0,1
2015-09-17,1759733391.0,1770000076.0,173793335.0,1747133255.0,53787000.0,0
2015-09-18,1719733238.0,1758799934.0,1716666794.0,1737466621.0,56446500.0,0
2015-09-21,1759866714.0,1810466766.0,1705333328.0,1761333275.0,91803000.0,1
2015-09-22,1726866722.0,1751000023.0,1705800056.0,1739599991.0,54966000.0,0
2015-09-23,1746333313.0,1747200012.0,1717200089.0,1740399933.0,39012000.0,1
2015-09-24,1730200005.0,1756333351.0,170806675.0,1754133224.0,51723000.0,1
2015-09-25,1777400017.0,1779400063.0,1707666779.0,1712733269.0,56601000.0,0
2015-09-28,1715666771.0,1731933212.0,164406662.0,1656200027.0,73516500.0,0
2015-09-29,1669733238.0,1698200035.0,1636400032.0,1644333267.0,55548000.0,0
2015-09-30,1679999924.0,1682666779.0,1615600014.0,1655999947.0,73944000.0,1
2015-10-01,1650066757.0,1656666756.0,1580866718.0,1599199963.0,68595000.0,0
2015-10-02,1570666695.0,1651333237.0,156619997.0,1650466728.0,66360000.0,1
2015-10-05,1658933258.0,1665600014.0,162753334.0,1640999985.0,55348500.0,0
2015-10-06,16.0,1620199966.0,1570533276.0,1609733391.0,78378000.0,0
2015-10-07,157753334.0,1584666729.0,1527466679.0,1546399975.0,102210000.0,0
2015-10-08,1533866692.0,1538133335.0,1475399971.0,1511466694.0,91998000.0,0
2015-10-09,1472866726.0,1495800018.0,1455733299.0,1471266747.0,92376000.0,0
2015-10-12,1486600018.0,1486666679.0,1435133266.0,1437199974.0,57544500.0,0
2015-10-13,1421866703.0,1483466721.0,1407533264.0,1461666679.0,77572500.0,1
2015-10-14,1471133327.0,1472999954.0,1436200047.0,144586668.0,46566000.0,0
2015-10-15,1442866707.0,1478199959.0,1424666691.0,1475399971.0,42663000.0,1
2015-10-16,1486933327.0,153653326.0,148579998.0,1513399982.0,65017500.0,1
2015-10-19,1510000038.0,1540999985.0,1499600029.0,1520666695.0,37618500.0,1
2015-10-20,1518133259.0,1523999977.0,1346666718.0,1420199966.0,223500000.0,0
2015-10-21,1413266659.0,1432066727.0,1392000008.0,1400599957.0,62272500.0,0
2015-10-22,1410400009.0,1438333321.0,1396000004.0,1411466694.0,42378000.0,1
2015-10-23,1433333302.0,1435666656.0,1384599972.0,1393933296.0,63532500.0,0
2015-10-26,1409200001.0,143920002.0,14.0,14350667.0,50871000.0,0
2015-10-27,1432266712.0,1447333336.0,1383399963.0,140233326.0,52791000.0,1
2015-10-28,1408733273.0,1422999954.0,1388666725.0,1419733334.0,40929000.0,1
2015-10-29,1411666679.0,1425.0,1404266739.0,1410866737.0,27075000.0,0
2015-10-30,1402666664.0,1410866737.0,1359266663.0,1379533291.0,66583500.0,0
2015-11-02,1392800045.0,1438666725.0,1381466675.0,1425266743.0,58918500.0,1
2015-11-03,1425666714.0,1429599953.0,1385000038.0,1389000034.0,124987500.0,0
2015-11-04,1513333321.0,1551599979.0,1501333332.0,1544200039.0,190896000.0,1
2015-11-05,1537199974.0,1563866711.0,1527933311.0,1545133305.0,67452000.0,1
2015-11-06,1538000011.0,1555733299.0,1530000019.0,1549066734.0,36679500.0,1
2015-11-09,1553266716.0,1553266716.0,1495400047.0,1502200031.0,57763500.0,0
2015-11-10,1489866734.0,1491333294.0,1440533257.0,144333334.0,69255000.0,0
2015-11-11,1451799965.0,1463199997.0,1424199963.0,1460533333.0,50217000.0,1
2015-11-12,145233326.0,1460000038.0,1417733288.0,141960001.0,43738500.0,0
2015-11-13,1419666672.0,1419933319.0,1376799965.0,1381266689.0,51454500.0,1
2015-11-16,1373933315.0,1433199978.0,1372000027.0,1428733253.0,43881000.0,1
2015-11-17,1434666729.0,1439999962.0,1409333324.0,1426666737.0,32230500.0,0
2015-11-18,1430000019.0,1475866699.0,1416800022.0,1473799992.0,42178500.0,1
2015-11-19,1470266724.0,1507933331.0,1468666744.0,1478666687.0,37566000.0,1
2015-11-20,14899333.0,15.0,1423866653.0,1466733265.0,66010500.0,0
2015-11-23,1448999977.0,1461200047.0,1431200027.0,1451666737.0,37893000.0,0
2015-11-24,143579998.0,1473333263.0,1433333302.0,1455000019.0,37204500.0,1
2015-11-25,1475599957.0,1538866711.0,1469200039.0,1530933285.0,59862000.0,1
2015-11-27,1540400028.0,1548333263.0,1513399982.0,1544066715.0,29241000.0,1
2015-11-30,1545266724.0,1561866665.0,1527200031.0,15350667.0,39897000.0,0
2015-12-01,1540400028.0,1586666679.0,1540333271.0,1581266689.0,56010000.0,1
2015-12-02,1580000019.0,1590666676.0,1541533279.0,154659996.0,44722500.0,0
2015-12-03,1569866657.0,1582999992.0,1533333302.0,1551399994.0,44094000.0,1
2015-12-04,1549733257.0,1555133343.0,1517733288.0,1535866737.0,38604000.0,0
2015-12-07,1518000031.0,157086668.0,1507666683.0,1540866661.0,47163000.0,1
2015-12-08,1516800022.0,1525333309.0,1494666672.0,1511466694.0,40314000.0,0
2015-12-09,1511333275.0,1516666698.0,1471466732.0,1496800041.0,45867000.0,0
2015-12-10,1498066711.0,1523266697.0,1490933323.0,1513799953.0,31075500.0,1
2015-12-11,1501599979.0,1505000019.0,1444266701.0,1446800041.0,49030500.0,0
2015-12-14,1450066662.0,1472799969.0,1432466698.0,1457199955.0,42406500.0,1
2015-12-15,1478800011.0,1481466675.0,1453333282.0,1473933315.0,33666000.0,1
2015-12-16,1480666733.0,1565866661.0,1471533298.0,1563399982.0,76564500.0,1
2015-12-17,1559599972.0,15850667.0,1532066727.0,1555933285.0,49479000.0,0
2015-12-18,1552600002.0,157266674.0,1528600025.0,1536400032.0,45213000.0,0
2015-12-21,154460001.0,1572200012.0,1540533257.0,1550399971.0,29298000.0,1
2015-12-22,1566600037.0,1577000046.0,1530866718.0,1532999992.0,29422500.0,0
2015-12-23,1547866726.0,1556333256.0,152086668.0,1531333256.0,23325000.0,0
2015-12-24,1537066746.0,154586668.0,1521866703.0,1537133312.0,10620000.0,1
2015-12-28,1543266678.0,1546533298.0,1503600025.0,1526333332.0,28519500.0,0
2015-12-29,1533733273.0,1584799957.0,1530333328.0,1581266689.0,36094500.0,1
2015-12-30,157733326.0,1624200058.0,1571133327.0,1587266731.0,55468500.0,1
2015-12-31,1590066719.0,1622999954.0,1589133263.0,1600066757.0,40725000.0,1
2016-01-04,1538133335.0,1542533302.0,1460000038.0,1489400005.0,102406500.0,0
2016-01-05,1509066677.0,151260004.0,1466666698.0,1489533329.0,47802000.0,1
2016-01-06,1466666698.0,1467000008.0,1439866734.0,1460266685.0,56686500.0,0
2016-01-07,1427933311.0,1456266689.0,1424466705.0,1437666702.0,53314500.0,0
2016-01-08,1452400017.0,146960001.0,1405133343.0,140666666.0,54421500.0,0
2016-01-11,1426733303.0,142966671.0,1353333282.0,1385666656.0,61371000.0,1
2016-01-12,1410666656.0,1424933338.0,1368733311.0,1399800014.0,46378500.0,1
2016-01-13,1413399982.0,1417666721.0,1333333302.0,1335400009.0,61896000.0,0
2016-01-14,1348066711.0,14.0,128920002.0,1374533272.0,97360500.0,1
2016-01-15,1326466656.0,1367133331.0,1314999962.0,1366600037.0,83679000.0,0
2016-01-19,1391399956.0,1403133297.0,1338533306.0,1364799976.0,60580500.0,0
2016-01-20,1329333305.0,1341866684.0,1275.0,1324666691.0,87579000.0,0
2016-01-21,1343666744.0,1354866695.0,1300133324.0,1333133316.0,47493000.0,1
2016-01-22,1365333271.0,1369999981.0,1326866722.0,1350333309.0,46861500.0,1
2016-01-25,1333733273.0,1357133293.0,1305866718.0,1309200001.0,40480500.0,0
2016-01-26,1311333275.0,1318799973.0,1259200001.0,1290400028.0,74463000.0,0
2016-01-27,1282533264.0,1288399982.0,123846674.0,1253800011.0,54258000.0,0
2016-01-28,127193327.0,1275199986.0,1216066742.0,1264666653.0,68892000.0,1
2016-01-29,1266333294.0,1291600037.0,1253866673.0,1274666691.0,42784500.0,1
2016-02-01,1258399963.0,1330133343.0,121833334.0,1312933254.0,79464000.0,1
2016-02-02,1282800007.0,1287466717.0,1201533318.0,1218533325.0,86604000.0,0
2016-02-03,1223933315.0,122626667.0,113453331.0,1156533337.0,118971000.0,0
2016-02-04,1138000011.0,1173200035.0,1113266659.0,116886673.0,65781000.0,0
2016-02-05,1142000008.0,1153333282.0,1051599979.0,1084000015.0,141564000.0,1
2016-02-08,1047333336.0,104766674.0,9733332634.0,9866000175.0,139695000.0,1
2016-02-09,9487999916.0,1065266705.0,940333271.0,9883333206.0,129774000.0,1
2016-02-10,1003333282.0,1033133316.0,9449333191.0,9578000069.0,156097500.0,0
2016-02-11,1013333321.0,1088399982.0,9800000191.0,1003133297.0,213786000.0,0
2016-02-12,1033333302.0,1046733284.0,9579999924.0,1006933308.0,108537000.0,1
2016-02-16,1057999992.0,1086333275.0,1027400017.0,1034466743.0,83907000.0,1
2016-02-17,1060000038.0,1128933334.0,1044533253.0,1124533272.0,87378000.0,1
2016-02-18,1149466705.0,1152999973.0,1098466682.0,1111800003.0,58314000.0,0
2016-02-19,1091066742.0,1116600037.0,1083333302.0,1110533333.0,44391000.0,0
2016-02-22,1134133339.0,1192733288.0,1132333279.0,1184933281.0,75901500.0,1
2016-02-23,1174400043.0,121153326.0,1157866669.0,1181400013.0,89766000.0,0
2016-02-24,1151666737.0,1196666718.0,1118933296.0,119333334.0,80934000.0,0
2016-02-25,1190999985.0,1256799984.0,1168000031.0,1249533272.0,86260500.0,1
2016-02-26,1257999992.0,1280000019.0,1233333302.0,1268933296.0,90976500.0,1
2016-02-29,1282666683.0,1309000015.0,1261466694.0,1279533291.0,67485000.0,1
2016-03-01,1294999981.0,1306333256.0,1218000031.0,1242333317.0,100683000.0,0
2016-03-02,1224866676.0,1256799984.0,1210000038.0,1255599976.0,72936000.0,1
2016-03-03,1255200005.0,1316133308.0,1228133297.0,1304933262.0,72435000.0,1
2016-03-04,1319999981.0,1360200024.0,1316666698.0,1340266705.0,97336500.0,1
2016-03-07,1317866707.0,1397999954.0,1315999985.0,1368599987.0,79941000.0,1
2016-03-08,135666666.0,1383333302.0,1347999954.0,1350666714.0,62680500.0,0
2016-03-09,136346674.0,1395800018.0,1351933289.0,1391466713.0,48129000.0,1
2016-03-10,14.0,142193327.0,1337800026.0,1367866707.0,77887500.0,0
2016-03-11,1386200047.0,1396133327.0,136886673.0,1383333302.0,50146500.0,1
2016-03-14,1417666721.0,1444799995.0,1404266739.0,1434333324.0,60985500.0,1
2016-03-15,1428466702.0,1459799957.0,1410000038.0,1455599976.0,47707500.0,1
2016-03-16,1453333282.0,1483866692.0,1446800041.0,1479533291.0,52750500.0,1
2016-03-17,1476466656.0,1523333263.0,1466666698.0,1509200001.0,56743500.0,1
2016-03-18,152733326.0,1563199997.0,1520400047.0,1551599979.0,70677000.0,1
2016-03-21,1568933296.0,1599199963.0,1566666698.0,1588799953.0,79617000.0,1
2016-03-22,1581400013.0,1593266678.0,1550399971.0,1561600018.0,64740000.0,0
2016-03-23,1549133301.0,1564866734.0,1480200005.0,1483866692.0,74232000.0,0
2016-03-24,1438533306.0,1525933266.0,1433333302.0,151833334.0,74413500.0,0
2016-03-28,1544066715.0,1565400028.0,15.0,15350667.0,58885500.0,0
2016-03-29,1532600021.0,1549199963.0,1502200031.0,1534200001.0,60214500.0,1
2016-03-30,1567266655.0,1569999981.0,1510000038.0,151260004.0,60495000.0,0
2016-03-31,1528933334.0,1582800007.0,1500066662.0,1531799984.0,120193500.0,1
2016-04-01,163220005.0,1652666664.0,1555000019.0,1583933258.0,239962500.0,1
2016-04-04,166079998.0,1680800056.0,1624266624.0,164659996.0,202129500.0,0
2016-04-05,1603333282.0,1710400009.0,16.0,1703133392.0,149230500.0,1
2016-04-06,1693133354.0,1784933281.0,1689666748.0,1769466782.0,175582500.0,1
2016-04-07,1776333237.0,1795599937.0,1696733284.0,1714666748.0,132843000.0,0
2016-04-08,1736666679.0,1738800049.0,1653466606.0,1667133331.0,110458500.0,0
2016-04-11,1673333359.0,1726600075.0,1635333252.0,1666133308.0,137425500.0,0
2016-04-12,1663333321.0,1678666687.0,1624200058.0,1652133369.0,86448000.0,0
2016-04-13,1656733322.0,1703333282.0,1648866653.0,1696866608.0,73884000.0,1
2016-04-14,1686666679.0,1712266731.0,1673666763.0,1679066658.0,61983000.0,0
2016-04-15,1675399971.0,1697333336.0,166079998.0,1696733284.0,56286000.0,1
2016-04-18,1681533241.0,1722066689.0,1677733231.0,1692533302.0,64071000.0,0
2016-04-19,1687466621.0,1695800018.0,1608333206.0,1649133301.0,95362500.0,0
2016-04-20,164173336.0,1691066742.0,1610000038.0,1666466713.0,77911500.0,1
2016-04-21,1659933281.0,167266674.0,1646066666.0,1655266762.0,41746500.0,0
